Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-05-20,137.39913940429688,245.60330200195312,152.66867065429688,120.69999694824219,196.45172119140625,159.64999389648438,42.55696487426758,166.3088836669922,102.41999816894531,66.52639770507812,304.50103759765625,283.5376281738281,188.80715942382812,126.88137817382812,41.23373031616211,174.6763458251953,116.31114959716797,60.104373931884766,231.35438537597656,142.36895751953125,92.04853057861328,252.02505493164062,107.42452239990234,140.8754425048828,166.4019775390625,482.49005126953125,198.6781005859375,48.91460037231445,40.47894287109375,118.68310546875
2022-05-23,142.91148376464844,247.13150024414062,158.44703674316406,124.06999969482422,202.73793029785156,160.32000732421875,42.96330642700195,170.17376708984375,105.83000183105469,65.92081451416016,314.2375183105469,282.39239501953125,188.6380157470703,129.5379180908203,41.580230712890625,178.2423858642578,123.50749206542969,61.95737838745117,235.3997039794922,142.91336059570312,92.32403564453125,260.097900390625,108.05116271972656,144.1144256591797,170.2198028564453,488.79766845703125,207.19302368164062,49.052860260009766,41.65496826171875,122.068359375
2022-05-24,140.16529846191406,249.95965576171875,155.0497589111328,119.4000015258789,204.22755432128906,156.92999267578125,43.37956237792969,171.08547973632812,101.58999633789062,65.51058197021484,311.59747314453125,284.25836181640625,189.01612854003906,132.13519287109375,41.2535285949707,180.18930053710938,125.25206756591797,63.1007194519043,241.84848022460938,144.26943969726562,93.12103271484375,259.0700988769531,106.71830749511719,146.67779541015625,172.01002502441406,494.2411193847656,202.27174377441406,50.05031204223633,41.585792541503906,123.59172821044922
2022-05-25,140.32508850097656,251.07107543945312,159.9115447998047,122.05999755859375,207.86224365234375,159.64999389648438,43.607513427734375,173.83053588867188,103.26000213623047,65.73523712158203,312.54034423828125,289.83648681640625,189.49374389648438,132.7178497314453,41.77823257446289,178.42117309570312,126.12434387207031,63.150001525878906,241.3440399169922,144.3090362548828,92.24531555175781,261.96392822265625,107.62345123291016,144.27340698242188,171.6935272216797,494.767578125,203.47959899902344,50.603355407714844,41.961326599121094,122.83502960205078
2022-05-26,143.58055114746094,251.11077880859375,164.75343322753906,127.7300033569336,211.51678466796875,162.4600067138672,44.58868408203125,174.99990844726562,105.61000061035156,66.26268005371094,321.2049560546875,298.958984375,192.14053344726562,135.18673706054688,43.04543685913086,178.2622528076172,128.30506896972656,63.376705169677734,245.37945556640625,145.5463409423828,90.82842254638672,265.3367919921875,112.33819580078125,145.5352020263672,172.9595489501953,498.8799743652344,208.1812744140625,50.35646438598633,42.534515380859375,125.45362091064453
2022-05-27,149.43243408203125,253.3038330078125,168.96766662597656,132.22999572753906,215.63807678222656,165.10000610351562,45.21305847167969,176.67469787597656,109.31999969482422,68.1575927734375,326.1178283691406,304.537109375,195.37437438964844,137.53713989257812,44.10474395751953,179.88137817382812,130.1190185546875,63.75124740600586,249.11814880371094,147.99124145507812,91.58607482910156,272.6612243652344,115.37194061279297,147.76075744628906,175.88720703125,503.7273864746094,212.5036163330078,50.76136779785156,43.1966438293457,127.92285919189453
2022-05-31,148.633544921875,254.77247619628906,168.19058227539062,131.39999389648438,214.3570098876953,160.24000549316406,44.64814376831055,173.08729553222656,110.44000244140625,67.09170532226562,324.40081787109375,298.8997802734375,192.65792846679688,137.1124725341797,43.976043701171875,178.331787109375,131.07058715820312,62.46990966796875,249.45445251464844,147.7734832763672,90.55291748046875,271.2941589355469,118.21670532226562,146.92617797851562,177.083984375,493.46630859375,211.7948760986328,50.652732849121094,43.31523895263672,128.0722198486328
2022-06-01,148.50372314453125,251.47793579101562,165.14198303222656,130.64999389648438,216.0651092529297,176.07000732421875,44.8265380859375,174.7323455810547,109.19000244140625,67.22000885009766,319.43829345703125,295.26348876953125,190.95643615722656,137.69512939453125,43.66914367675781,176.52394104003906,128.77093505859375,62.164363861083984,246.5564727783203,144.93263244628906,89.67720794677734,271.8429870605469,118.04761505126953,144.70062255859375,174.36402893066406,489.2645263671875,209.55882263183594,50.76136779785156,42.751930236816406,124.90599822998047
2022-06-02,151.00025939941406,246.3773193359375,168.50938415527344,140.5,218.47830200195312,188.39999389648438,45.38154602050781,174.41522216796875,110.87000274658203,67.21013641357422,321.8202819824219,303.88720703125,196.06094360351562,138.4061737060547,44.391845703125,175.96766662597656,130.84262084960938,62.814884185791016,247.64443969726562,146.6747589111328,88.55550384521484,273.9983825683594,122.7524185180664,146.260498046875,176.11468505859375,488.9764709472656,214.66978454589844,50.652732849121094,42.9199333190918,126.95707702636719
2022-06-03,145.1783447265625,246.5460205078125,166.20799255371094,139.25,221.3582305908203,184.91000366210938,44.84636306762695,176.00082397460938,108.66999816894531,66.15411376953125,316.2920227050781,303.1023254394531,193.8519744873047,139.42335510253906,42.956336975097656,175.24253845214844,129.0187530517578,62.065799713134766,247.0079345703125,144.48721313476562,88.46694946289062,269.44805908203125,120.60358428955078,144.94900512695312,172.28697204589844,482.3708190917969,212.27401733398438,50.1786994934082,42.633338928222656,124.77656555175781
2022-06-06,145.93728637695312,243.55909729003906,166.3972930908203,139.24000549316406,222.08319091796875,182.8699951171875,44.9256477355957,175.2377471923828,107.83000183105469,66.19359588623047,318.10833740234375,301.9200744628906,194.2201385498047,141.1022186279297,42.906837463378906,175.22267150878906,128.59251403808594,61.96723556518555,246.71951293945312,144.7247772216797,88.39806365966797,268.1807556152344,119.88565063476562,144.3826904296875,175.04649353027344,486.9103088378906,212.56350708007812,50.603355407714844,42.880401611328125,124.32852172851562
2022-06-07,148.50372314453125,244.5216522216797,168.06106567382812,140.82000732421875,225.52919006347656,187.14999389648438,45.16350555419922,178.57740783691406,107.79000091552734,66.48967742919922,319.100830078125,299.81378173828125,196.6380615234375,141.00344848632812,43.09493637084961,177.14971923828125,128.92955017089844,62.34177780151367,247.58477783203125,145.37806701660156,89.02780151367188,271.9228210449219,121.32151794433594,145.9922332763672,176.6883544921875,493.7841796875,214.12075805664062,51.008262634277344,42.4949836730957,122.83502960205078
2022-06-08,147.75477600097656,243.59877014160156,165.34124755859375,139.6300048828125,228.21051025390625,189.19000244140625,44.51930236816406,179.49903869628906,107.33999633789062,66.36137390136719,312.3219909667969,295.6012878417969,193.553466796875,139.0777130126953,40.81792449951172,176.0968017578125,126.877685546875,61.98694610595703,244.2729034423828,143.9427947998047,88.0438461303711,269.8372497558594,122.04943084716797,144.17404174804688,174.0475311279297,490.23797607421875,213.12252807617188,50.90950393676758,42.09968185424805,121.76966857910156
2022-06-09,142.442138671875,239.89736938476562,160.3798065185547,133.72999572753906,222.12290954589844,187.11000061035156,43.86519241333008,175.92153930664062,103.30000305175781,64.99940490722656,301.9403991699219,297.9161682128906,191.05592346191406,136.24343872070312,39.6101188659668,172.55064392089844,124.21126556396484,60.91259765625,240.84169006347656,142.71539306640625,86.58760070800781,264.2291564941406,118.26031494140625,141.57093811035156,170.5574188232422,486.1653137207031,205.74559020996094,50.30707931518555,41.230018615722656,120.49520874023438
2022-06-10,136.93978881835938,238.1707000732422,153.84425354003906,127.0,213.69163513183594,178.4499969482422,43.1020622253418,173.82061767578125,99.4000015258789,61.06154251098633,284.8692626953125,287.3650207519531,185.35440063476562,134.49545288085938,38.788414001464844,171.39837646484375,118.50177764892578,60.5281982421875,236.08770751953125,136.25172424316406,85.78076171875,252.4541473388672,114.40140533447266,141.034423828125,168.34007263183594,481.3973693847656,199.15725708007812,50.18857192993164,41.05213165283203,121.1722640991211
2022-06-13,131.6970672607422,234.95553588867188,145.74456787109375,115.86000061035156,205.4490509033203,166.02999877929688,42.85429382324219,165.8232879638672,95.70999908447266,57.91322708129883,281.1969909667969,281.3244323730469,183.50364685058594,133.42889404296875,37.39250946044922,169.66998291015625,114.97298431396484,60.459205627441406,237.17176818847656,134.98472595214844,83.63574981689453,241.74685668945312,110.12368774414062,137.25892639160156,166.75909423828125,466.5669860839844,191.92007446289062,48.973854064941406,39.80692672729492,118.89219665527344
2022-06-14,132.57583618164062,233.8937225341797,144.06088256835938,122.16000366210938,205.26036071777344,164.4499969482422,42.5272331237793,166.04132080078125,94.22000122070312,57.794795989990234,280.4228515625,276.8635559082031,182.3693084716797,134.0312957763672,37.550907135009766,167.06747436523438,113.0599136352539,58.801292419433594,237.46018981933594,133.8760986328125,83.82423400878906,243.97215270996094,110.40288543701172,132.9767303466797,165.3670196533203,458.6699523925781,193.1778564453125,48.549198150634766,39.72787094116211,118.94197845458984
2022-06-15,135.2421417236328,233.774658203125,145.67483520507812,133.72000122070312,204.57513427734375,168.5500030517578,43.40929412841797,162.7809295654297,95.87999725341797,56.65982437133789,287.89642333984375,277.91668701171875,184.05091857910156,135.35462951660156,38.26371383666992,168.85546875,114.39807891845703,59.23810577392578,237.59942626953125,132.9654541015625,83.95319366455078,251.22674560546875,113.11509704589844,131.65530395507812,164.60137939453125,461.2327575683594,195.8131866455078,48.53932571411133,40.251644134521484,118.86231994628906
2022-06-16,129.8795928955078,228.9419708251953,136.9873504638672,133.36000061035156,193.4426727294922,159.85000610351562,42.93357849121094,154.07998657226562,94.27999877929688,54.695823669433594,282.8445739746094,271.68731689453125,178.9862060546875,133.98191833496094,36.96680450439453,168.94485473632812,112.43544006347656,58.64244842529297,233.90963745117188,129.60989379882812,84.21111297607422,244.4511260986328,106.81319427490234,132.46009826660156,160.46498107910156,454.66339111328125,188.71575927734375,48.23317337036133,39.2040901184082,120.09695434570312
2022-06-17,131.37750244140625,232.92123413085938,143.64244079589844,136.8000030517578,191.3075408935547,163.25999450683594,43.002952575683594,147.04393005371094,94.33999633789062,54.0543212890625,277.6934509277344,268.97503662109375,178.80709838867188,133.3400115966797,36.60050582885742,168.32899475097656,112.0389404296875,58.99984359741211,233.1040496826172,128.52105712890625,83.94327545166016,247.1254425048828,107.03256225585938,131.5062713623047,160.96214294433594,450.64599609375,189.67404174804688,48.42081069946289,38.85820388793945,117.77705383300781
2022-06-21,135.68153381347656,236.5829620361328,144.22027587890625,136.75,195.01173400878906,166.8300018310547,43.74626159667969,153.197998046875,93.29000091552734,54.23196792602539,282.6758117675781,267.4549560546875,179.61306762695312,136.13479614257812,37.3529052734375,171.8553009033203,114.81439208984375,60.260650634765625,238.28567504882812,128.6893310546875,87.32600402832031,253.2025604248047,108.36872863769531,135.4904022216797,161.7078857421875,478.8175964355469,194.0463104248047,50.020687103271484,39.62904357910156,121.64022827148438
2022-06-22,135.16226196289062,238.29969787597656,143.85165405273438,137.16000366210938,186.53082275390625,167.4499969482422,43.18134689331055,146.53851318359375,93.5,51.65607452392578,282.4078674316406,267.2363586425781,176.84689331054688,135.37437438964844,37.006404876708984,174.5670928955078,114.17008972167969,60.7073974609375,241.73678588867188,129.0753631591797,88.44697570800781,252.59384155273438,104.61949157714844,137.60667419433594,162.2249298095703,488.1483154296875,193.47732543945312,50.1589469909668,39.97493362426758,120.1666488647461
2022-06-23,138.0782012939453,241.2270965576172,141.1218719482422,133.97000122070312,177.43417358398438,173.0500030517578,42.54705810546875,141.14749145507812,94.30000305175781,50.392799377441406,284.0256652832031,273.6346130371094,173.70260620117188,136.7174530029297,37.03610610961914,178.46092224121094,112.92113494873047,61.43210983276367,242.2539520263672,128.82791137695312,91.2642593383789,258.3116760253906,107.690673828125,141.38217163085938,158.86410522460938,498.2466125488281,196.29232788085938,51.44279479980469,40.40976333618164,123.08393859863281
2022-06-24,141.4635009765625,243.4896240234375,145.60508728027344,141.52999877929688,184.20700073242188,185.9199981689453,43.70661926269531,143.4664306640625,97.77999877929688,52.44561767578125,300.48138427734375,281.16546630859375,179.12551879882812,140.29241943359375,38.22411346435547,181.0733642578125,116.29132843017578,62.583717346191406,246.55043029785156,132.9654541015625,92.38521575927734,267.13299560546875,112.58661651611328,143.4189453125,165.7747039794922,494.0896911621094,205.14663696289062,50.32683181762695,41.16083908081055,123.18350982666016
